cx,cy,angle,tx,ty,hit,miss
9,7,22,11,13,0,1
17,7,115,9,14,0,1
1,4,29,12,13,0,1
15,5,86,16,14,1,0
13,1,105,15,11,0,1
15,5,23,13,13,0,1
17,3,77,2,14,0,1
6,1,165,0,17,0,1
5,7,143,2,11,1,0
5,3,173,6,14,0,1
2,0,32,5,14,0,1
8,2,65,7,12,0,1
16,1,160,9,14,0,1
13,5,94,0,19,0,1
10,5,170,5,15,0,1
20,9,176,16,15,0,1
3,3,85,13,12,0,1
5,8,87,9,10,0,1
19,1,108,15,15,1,0
6,0,19,18,10,0,1
2,6,109,0,12,1,0
8,3,158,0,15,0,1
8,4,22,5,19,0,1
9,9,76,10,16,1,0
11,6,100,10,10,1,0
18,2,107,15,12,1,0
7,4,113,6,11,1,0
7,9,19,9,15,0,1
17,2,3,14,12,0,1
1,6,76,5,18,1,0
16,5,88,18,17,1,0
17,6,177,15,16,0,1
15,8,128,13,13,1,0
10,0,130,16,18,0,1
12,2,69,8,16,0,1
18,1,137,17,15,0,1
10,2,31,0,12,0,1
12,2,121,19,14,0,1
1,2,54,12,19,1,0
19,1,78,19,16,0,1
20,6,172,10,15,0,1
10,7,103,9,18,1,0
14,3,96,4,15,0,1
8,4,30,1,13,0,1
15,5,120,19,10,0,1
12,2,67,15,12,1,0
4,4,26,5,17,0,1
9,4,38,19,10,1,0
0,4,28,8,19,0,1
3,6,64,7,15,1,0
2,7,98,14,18,0,1
9,6,62,18,12,0,1
8,2,132,6,10,0,1
9,9,135,2,14,1,0
19,5,19,19,12,0,1
4,2,45,18,17,1,0
15,7,75,11,17,0,1
19,6,108,14,15,1,0
10,1,105,8,13,1,0
15,6,142,5,12,1,0
11,5,106,9,18,1,0
7,4,89,20,19,0,1
18,5,138,0,10,0,1
10,2,63,19,19,1,0
16,4,162,9,11,0,1
0,7,23,1,12,0,1
12,0,111,19,15,0,1
5,7,17,11,13,0,1
2,8,89,2,15,1,0
0,8,151,18,15,0,1
9,7,144,5,12,1,0
4,2,30,19,11,1,0
1,0,84,3,11,1,0
7,4,96,3,19,0,1
2,0,81,10,16,0,1
4,2,101,8,10,0,1
16,6,146,2,17,1,0
12,7,105,13,10,1,0
15,0,131,18,13,0,1
4,4,91,16,16,0,1
3,6,47,14,15,1,0
1,9,156,16,12,0,1
15,6,102,14,18,1,0
9,5,99,7,10,1,0
0,1,90,16,14,0,1
9,6,72,1,12,0,1
0,0,23,0,16,0,1
9,6,159,2,10,1,0
2,5,131,13,18,0,1
10,7,43,11,10,1,0
18,2,26,12,12,0,1
18,2,167,2,16,0,1
12,9,6,14,10,1,0
8,7,160,12,14,0,1
12,2,166,3,17,0,1
19,9,86,20,18,1,0
3,0,166,11,12,0,1
20,8,163,2,12,1,0
9,2,73,10,10,1,0
11,7,5,7,16,0,1
5,8,26,13,13,1,0
3,9,124,2,14,1,0
19,6,87,15,18,0,1
9,7,91,10,14,1,0
5,9,62,14,19,0,1
10,3,79,10,12,1,0
14,1,73,16,17,0,1
11,7,73,13,12,1,0
6,7,86,7,14,1,0
20,0,75,7,15,0,1
9,4,114,0,10,0,1
5,6,5,9,17,0,1
12,4,101,12,14,1,0
16,7,89,9,18,0,1
1,8,31,12,14,1,0
13,1,104,9,14,1,0
12,0,138,15,18,0,1
16,3,61,20,19,0,1
12,8,83,16,15,0,1
19,4,135,9,15,1,0
0,7,35,16,18,1,0
0,0,54,11,14,1,0
12,6,53,19,14,1,0
4,2,106,1,14,1,0
10,6,159,4,10,1,0
11,6,126,6,13,1,0
8,7,105,6,14,1,0
8,6,129,20,17,0,1
18,8,23,14,12,0,1
14,9,4,4,10,1,0
15,2,77,5,14,0,1
14,1,94,16,12,0,1
0,8,3,18,12,0,1
8,4,102,5,18,1,0
19,6,154,13,11,1,0
5,9,89,15,16,0,1
9,8,161,8,10,1,0
0,4,44,15,18,1,0
5,8,126,13,11,0,1
1,3,109,16,18,0,1
4,0,70,13,15,0,1
1,6,1,6,10,0,1
6,2,98,6,16,1,0
15,9,154,3,13,1,0
8,6,79,8,15,1,0
7,0,89,0,15,0,1
1,4,146,4,19,0,1
7,3,13,9,11,0,1
0,6,157,1,19,0,1
20,3,151,18,15,0,1
14,9,82,14,17,1,0
18,8,139,9,14,1,0
13,9,31,1,16,0,1
15,6,27,9,18,0,1
0,3,95,19,17,0,1
11,3,19,10,14,0,1
6,1,179,7,12,0,1
2,1,143,8,11,0,1
9,7,109,6,13,1,0
11,5,52,6,19,0,1
18,8,130,14,12,1,0
14,2,125,8,16,0,1
14,6,94,14,17,1,0
1,1,0,12,18,0,1
8,0,120,1,11,1,0
17,4,147,6,10,1,0
8,5,107,10,18,0,1
18,2,20,11,18,0,1
16,8,124,2,15,0,1
19,4,71,20,11,1,0
10,4,92,8,11,1,0
0,6,176,11,11,0,1
16,3,39,15,10,0,1
10,1,166,9,14,0,1
1,9,33,17,19,1,0
6,6,39,13,16,0,1
8,1,130,1,18,0,1
6,1,124,11,11,0,1
13,8,53,18,13,1,0
7,3,121,9,18,0,1
13,5,117,10,13,1,0
2,3,103,5,12,0,1
17,2,154,1,19,0,1
4,8,26,7,11,1,0
6,7,105,2,10,0,1
20,1,136,0,14,0,1
9,9,20,7,13,0,1
8,9,115,5,12,1,0
10,7,142,7,11,1,0
1,6,78,1,13,1,0
5,9,15,20,14,1,0
14,8,95,13,14,1,0
5,7,17,18,19,0,1
8,5,54,19,15,0,1
1,9,117,20,14,0,1
10,6,160,7,19,0,1
8,9,85,8,19,1,0
20,2,160,3,15,0,1
7,9,136,14,12,0,1
0,1,22,4,11,0,1
0,2,25,14,19,0,1
7,8,80,12,18,0,1
2,3,34,14,12,1,0
1,4,153,19,17,0,1
5,9,68,12,16,0,1
7,1,110,5,12,1,0
18,0,155,3,11,0,1
12,2,37,2,12,0,1
17,4,91,3,17,0,1
5,9,107,3,16,1,0
6,9,116,0,18,1,0
12,0,132,19,14,0,1
5,8,9,16,10,1,0
7,1,123,14,12,0,1
9,6,49,12,11,1,0
16,7,163,7,18,0,1
14,1,88,7,19,0,1
7,3,49,7,10,0,1
11,8,157,9,11,1,0
20,7,155,14,11,1,0
15,3,24,18,13,0,1
4,0,124,20,18,0,1
13,5,59,20,15,1,0
16,5,87,18,19,1,0
9,5,164,14,11,0,1
1,9,42,8,16,1,0
7,4,139,19,11,0,1
1,1,140,17,16,0,1
9,0,80,10,15,1,0
20,7,91,20,16,1,0
6,6,34,13,10,1,0
18,5,137,11,12,1,0
3,7,48,12,17,1,0
7,7,38,17,17,1,0
0,8,3,14,12,0,1
6,3,109,2,10,1,0
9,7,72,16,19,0,1
20,4,144,11,12,1,0
8,6,69,17,13,0,1
19,1,114,0,14,0,1
11,9,25,14,15,0,1
1,7,112,0,10,1,0
20,7,109,17,12,1,0
17,8,180,17,13,0,1
17,6,122,16,18,0,1
0,8,36,17,15,0,1
5,5,20,20,11,1,0
16,3,65,20,11,1,0
8,0,37,1,15,0,1
15,7,155,8,18,0,1
1,8,16,3,15,0,1
14,4,74,20,19,1,0
14,5,126,14,15,0,1
17,6,149,9,11,1,0
13,7,70,18,15,1,0
8,7,106,6,13,1,0
18,7,112,14,17,1,0
18,8,81,18,12,1,0
16,4,155,4,15,0,1
13,3,140,15,17,0,1
17,1,82,20,10,1,0
11,9,31,14,10,1,0
14,9,158,15,17,0,1
12,5,124,17,18,0,1
9,8,0,9,17,0,1
7,7,95,3,17,0,1
15,7,85,14,11,1,0
16,4,141,8,11,1,0
13,1,73,13,10,0,1
8,4,34,20,13,1,0
9,0,120,0,11,0,1
19,0,171,1,14,0,1
1,3,128,20,15,0,1
10,6,88,19,16,0,1
1,8,76,4,14,1,0
0,1,171,7,12,0,1
0,8,145,15,19,0,1
17,4,50,17,19,0,1
13,2,117,6,12,1,0
7,4,53,15,14,1,0
4,5,170,4,15,0,1
9,3,123,3,13,1,0
15,3,143,0,13,1,0
6,3,16,7,19,0,1
9,2,115,4,19,0,1
11,1,132,1,11,1,0
10,7,170,15,12,0,1
5,4,38,18,14,1,0
10,7,7,20,15,0,1
18,8,83,5,18,0,1
10,7,87,9,10,1,0
17,7,137,17,14,0,1
6,0,1,11,17,0,1
0,3,132,6,17,0,1
19,9,118,19,14,0,1
18,9,68,7,17,0,1
2,7,152,3,15,0,1
7,2,80,17,16,0,1
8,7,104,13,18,0,1
4,9,28,14,13,1,0
6,2,83,17,13,0,1
9,4,178,3,11,0,1
10,0,142,17,10,0,1
18,3,177,5,18,0,1
7,4,95,5,13,1,0
3,7,31,20,17,1,0
2,9,6,16,12,1,0
3,6,11,6,13,0,1
14,9,115,11,12,1,0
7,8,82,6,19,0,1
3,3,31,3,16,0,1
0,7,81,3,14,1,0
18,0,126,10,18,0,1
5,2,146,15,18,0,1
7,0,67,15,13,0,1
2,6,148,5,13,0,1
10,7,83,12,15,1,0
10,4,55,16,11,1,0
8,9,112,4,19,1,0
20,3,167,12,18,0,1
20,8,33,12,18,0,1
17,2,155,8,18,0,1
15,1,23,10,17,0,1
18,0,122,6,18,1,0
5,6,49,17,19,1,0
4,0,80,14,13,0,1
2,8,88,2,14,1,0
14,8,72,19,19,1,0
12,4,17,11,10,0,1
8,4,121,5,10,1,0
10,6,47,15,14,1,0
19,6,155,14,10,1,0
1,8,14,20,19,0,1
9,5,157,6,13,0,1
13,7,57,3,11,0,1
18,4,145,0,15,1,0
4,9,94,5,14,1,0
6,4,93,5,11,1,0
4,2,92,8,12,0,1
13,6,49,10,12,0,1
17,5,138,3,15,1,0
14,2,110,11,14,1,0
5,0,36,17,11,1,0
8,8,82,10,14,1,0
2,8,70,4,14,1,0
8,2,12,12,12,0,1
5,7,123,17,13,0,1
6,4,79,6,12,1,0
14,7,74,16,17,1,0
20,5,111,14,10,0,1
3,2,140,7,14,0,1
18,4,54,17,19,0,1
4,3,31,15,15,0,1
19,7,150,3,18,1,0
16,8,95,18,10,0,1
13,4,124,4,19,1,0
18,3,126,15,10,1,0
0,9,5,19,14,0,1
19,8,44,2,16,0,1
0,6,74,4,13,1,0
8,1,141,8,13,0,1
10,3,75,20,13,0,1
20,8,169,2,13,1,0
9,8,110,3,19,1,0
9,3,67,0,11,0,1
14,4,27,20,15,0,1
1,5,152,15,10,0,1
12,6,165,16,11,0,1
13,7,148,10,11,1,0
7,0,87,7,15,1,0
14,3,47,17,11,0,1
16,8,144,4,11,0,1
19,5,48,15,14,0,1
16,0,120,8,12,1,0
4,0,146,20,17,0,1
8,6,160,0,11,1,0
5,9,178,14,12,0,1
14,1,145,0,13,1,0
3,8,82,8,19,0,1
7,5,119,11,10,0,1
13,1,64,1,16,0,1
1,6,116,5,13,0,1
12,7,151,5,12,1,0
2,8,177,1,17,0,1
20,8,116,14,19,1,0
13,2,10,0,10,0,1
5,7,18,10,18,0,1
7,5,66,16,12,0,1
16,8,104,18,13,0,1
13,4,178,10,13,0,1
16,7,160,0,12,1,0
14,5,157,2,12,1,0
15,8,67,11,19,0,1
16,7,20,8,10,0,1
6,3,105,7,15,0,1
9,6,142,6,13,0,1
16,2,69,18,11,1,0
7,9,64,6,10,1,0
4,0,68,9,10,1,0
19,2,66,19,12,0,1
15,3,80,3,11,0,1
17,2,76,9,18,0,1
18,0,142,2,10,1,0
2,2,169,18,11,0,1
8,7,29,17,14,1,0
19,9,37,3,13,0,1
0,9,72,15,11,0,1
8,8,32,18,12,1,0
14,2,126,2,19,1,0
9,5,24,13,15,0,1
2,3,27,4,17,0,1
15,6,139,11,11,1,0
7,5,33,19,14,1,0
4,9,170,3,10,1,0
18,5,83,20,19,1,0
16,2,160,1,18,0,1
20,9,167,6,14,1,0
5,4,50,10,11,1,0
18,8,153,3,13,0,1
1,8,33,6,13,1,0
7,4,37,14,15,0,1
7,0,71,13,15,1,0
17,8,107,14,14,1,0
2,1,25,0,16,0,1
18,1,167,13,12,0,1
0,1,32,14,11,1,0
4,5,103,1,17,1,0
19,4,99,20,16,0,1
13,2,51,19,12,1,0
10,2,81,4,10,0,1
17,6,174,6,14,0,1
14,2,5,4,11,0,1
1,2,100,2,15,0,1
17,8,137,10,15,1,0
1,9,76,3,10,1,0
17,1,59,18,10,0,1
19,7,76,20,17,1,0
3,4,45,10,16,0,1
5,9,24,7,12,1,0
11,7,98,12,10,1,0
10,9,3,5,19,0,1
10,4,26,12,15,0,1
13,0,51,8,18,0,1
8,1,55,2,14,0,1
19,6,81,10,12,0,1
16,5,168,7,17,0,1
13,5,66,4,19,0,1
18,3,74,9,16,0,1
10,4,153,18,16,0,1
15,8,20,5,12,0,1
14,4,112,3,18,0,1
6,0,8,1,13,0,1
4,2,90,19,14,0,1
0,5,13,1,14,0,1
17,5,124,12,13,1,0
11,9,21,10,10,1,0
7,5,117,0,18,1,0
13,9,11,8,10,1,0
16,2,90,15,19,1,0
4,7,127,0,10,1,0
6,1,37,17,18,0,1
19,8,114,6,14,0,1
20,2,128,12,15,1,0
5,2,64,13,15,1,0
8,3,43,19,19,0,1
0,1,136,9,16,0,1
10,5,47,18,19,0,1
9,8,124,5,16,1,0
16,9,46,5,16,0,1
15,1,74,5,15,0,1
11,8,92,9,18,1,0
5,0,58,14,12,1,0
17,8,130,12,11,1,0
0,3,32,11,12,1,0
18,6,32,13,19,0,1
15,1,160,16,19,0,1
8,6,2,3,19,0,1
17,3,127,5,19,1,0
3,5,61,14,11,0,1
5,6,94,19,17,0,1
20,8,18,0,13,0,1
12,7,63,18,18,1,0
20,6,164,13,10,1,0
15,6,80,16,17,1,0
7,5,169,13,10,0,1
3,0,137,3,12,0,1
11,0,55,2,16,0,1
7,9,47,17,19,1,0
12,2,15,10,16,0,1
8,9,145,17,13,0,1
10,7,37,15,12,1,0
16,9,151,7,16,1,0
16,0,67,9,18,0,1
15,7,83,18,16,1,0
16,5,73,19,16,1,0
6,8,178,2,10,1,0
16,4,47,6,16,0,1
9,7,26,8,13,0,1
11,7,23,19,17,0,1
6,5,34,5,18,0,1
16,5,81,18,13,1,0
3,8,74,5,17,1,0
19,5,149,6,12,1,0
8,4,52,12,15,0,1
7,9,0,4,17,0,1
4,3,129,14,13,0,1
8,6,86,8,10,1,0
15,1,149,0,11,1,0
17,2,86,6,12,0,1
13,3,74,18,16,1,0
13,7,79,16,13,1,0
19,6,169,8,10,1,0
19,8,9,11,16,0,1
6,1,133,6,15,0,1
7,1,157,10,15,0,1
11,4,130,6,12,1,0
16,4,23,16,15,0,1
11,8,107,12,18,0,1
6,4,38,15,12,1,0
17,0,94,17,14,1,0
14,5,154,1,13,1,0
11,9,81,15,14,0,1
10,0,147,18,11,0,1
14,4,79,2,17,0,1
3,5,23,6,11,0,1
7,0,69,12,14,1,0
20,8,143,15,12,1,0
7,6,32,8,13,0,1
20,1,158,7,16,0,1
20,7,51,13,12,0,1
10,2,98,11,14,0,1
15,8,137,6,16,1,0
13,9,141,11,12,1,0
3,8,2,18,11,0,1
15,8,78,16,10,1,0
14,8,166,1,10,1,0
15,7,54,0,12,0,1
10,6,95,11,13,1,0
16,2,39,19,19,0,1
15,2,115,6,11,0,1
7,3,75,11,18,1,0
18,3,2,14,15,0,1
12,3,15,15,10,0,1
13,0,99,3,19,0,1
15,9,137,9,12,1,0
8,9,58,4,10,0,1
1,8,32,20,19,1,0
11,6,139,11,11,0,1
0,9,110,4,17,0,1
18,3,113,13,19,1,0
8,8,87,11,17,0,1
0,7,65,16,16,0,1
11,1,176,7,13,0,1
0,2,142,6,11,0,1
16,0,131,10,17,0,1
12,4,169,0,16,0,1
15,9,177,13,10,1,0
17,4,34,2,14,0,1
12,6,46,6,11,0,1
9,9,66,11,14,1,0
9,8,108,7,15,1,0
14,7,46,17,11,1,0
1,7,76,19,13,0,1
11,8,139,4,15,1,0
11,8,91,8,14,0,1
2,0,56,3,11,0,1
14,1,139,4,19,0,1
2,2,52,3,11,0,1
18,5,24,12,19,0,1
18,7,38,8,16,0,1
14,3,168,13,12,0,1
5,5,162,11,17,0,1
2,9,52,10,19,1,0
9,3,4,13,13,0,1
7,7,147,1,11,1,0
3,8,38,10,19,0,1
18,4,95,11,16,0,1
2,1,89,2,18,1,0
13,0,61,2,11,0,1
1,3,97,17,18,0,1
0,6,45,13,17,1,0
3,1,53,20,17,0,1
8,0,34,2,15,0,1
8,5,67,19,12,0,1
12,7,114,17,13,0,1
0,7,23,11,15,0,1
12,3,130,6,12,1,0
9,8,61,14,19,1,0
12,1,165,15,17,0,1
17,9,160,19,15,0,1
13,3,38,1,17,0,1
6,0,78,2,12,0,1
20,8,39,4,19,0,1
6,0,117,13,19,0,1
18,5,130,10,14,1,0
4,2,90,15,14,0,1
10,5,140,2,15,0,1
9,8,44,18,18,1,0
8,9,21,15,19,0,1
12,8,73,14,15,1,0
15,6,61,2,16,0,1
5,6,11,10,15,0,1
11,2,53,8,14,0,1
1,6,46,5,12,1,0
8,5,78,10,17,1,0
0,0,156,15,17,0,1
3,7,139,2,10,1,0
11,9,80,7,14,0,1
0,7,89,8,13,0,1
1,6,65,3,11,1,0
2,9,10,14,12,1,0
2,4,118,9,14,0,1
7,9,80,9,19,1,0
7,8,4,8,10,1,0
14,5,102,12,17,1,0
4,3,36,20,13,1,0
6,9,131,10,16,0,1
1,2,146,4,16,0,1
3,7,82,4,18,1,0
17,2,152,0,15,0,1
2,8,51,10,19,1,0
11,7,92,11,11,1,0
7,7,82,0,14,0,1
5,3,66,6,10,1,0
6,7,59,8,12,1,0
5,7,32,1,14,0,1
3,0,75,2,19,0,1
1,7,135,8,19,0,1
8,9,170,8,12,0,1
0,5,100,11,11,0,1
8,5,109,10,12,0,1
16,1,37,6,10,0,1
18,7,163,5,15,0,1
10,5,3,2,13,0,1
7,3,45,11,18,0,1
4,2,110,0,12,1,0
5,2,33,20,12,1,0
9,0,72,15,13,1,0
4,4,65,8,10,1,0
17,3,34,7,13,0,1
4,2,127,10,15,0,1
9,0,175,6,12,0,1
13,5,77,15,16,1,0
3,7,75,0,10,0,1
1,7,17,16,16,0,1
1,8,125,4,13,0,1
2,2,84,2,13,1,0
1,4,17,13,11,0,1
8,2,139,16,11,0,1
18,7,170,12,13,0,1
4,7,33,17,14,1,0
16,7,125,11,15,1,0
15,3,129,6,17,1,0
18,1,47,10,16,0,1
18,0,69,19,10,0,1
8,8,5,14,17,0,1
14,2,73,10,19,0,1
11,8,106,9,18,1,0
16,7,77,17,16,1,0
3,3,49,4,13,0,1
15,4,135,7,10,1,0
11,2,111,17,13,0,1
7,0,89,7,14,1,0
9,2,68,12,14,1,0
7,0,45,9,19,0,1
18,6,152,17,19,0,1
12,2,133,18,19,0,1
8,6,151,18,14,0,1
1,2,119,11,11,0,1
14,3,94,19,18,0,1
1,2,67,2,16,0,1
14,3,76,19,18,1,0
9,9,31,11,19,0,1
8,0,87,9,13,1,0
8,9,124,2,19,1,0
3,9,72,2,14,0,1
1,3,149,10,14,0,1
4,5,154,19,11,0,1
7,5,35,18,15,1,0
17,6,169,20,15,0,1
15,4,140,0,14,1,0
19,6,56,0,10,0,1
7,5,123,16,18,0,1
7,2,104,3,16,1,0
3,4,33,15,10,1,0
13,3,68,10,13,0,1
6,7,30,12,12,1,0
2,3,69,13,19,0,1
13,4,81,17,15,0,1
2,9,88,1,15,1,0
10,5,42,6,15,0,1
17,0,7,12,16,0,1
9,7,69,11,17,1,0
8,6,35,18,17,0,1
12,1,112,10,15,0,1
17,9,102,19,12,0,1
20,1,48,3,11,0,1
17,6,124,10,13,1,0
6,7,104,3,11,1,0
18,3,130,8,13,1,0
3,2,62,7,11,1,0
8,0,63,16,14,1,0
10,8,165,5,10,1,0
14,2,171,17,11,0,1
20,4,0,4,18,0,1
4,5,6,19,13,0,1
15,0,42,11,12,0,1
14,6,76,3,12,0,1
8,7,90,4,12,0,1
18,9,4,16,10,1,0
10,9,19,14,10,1,0
16,0,9,20,11,0,1
15,9,41,1,14,0,1
8,7,110,7,13,1,0
20,9,43,6,19,0,1
4,0,144,2,18,0,1
18,9,57,3,12,0,1
0,8,4,5,10,1,0
0,8,45,5,15,1,0
19,1,50,8,16,0,1
11,1,127,1,14,1,0
14,3,91,15,19,1,0
11,3,136,0,11,1,0
17,8,128,14,13,1,0
11,2,127,1,15,1,0
0,8,76,3,17,1,0
13,8,58,20,16,1,0
12,2,15,16,10,0,1
19,1,102,17,19,1,0
18,1,154,20,17,0,1
6,0,143,8,16,0,1
8,0,113,5,10,1,0
7,8,91,7,16,1,0
0,4,59,5,13,1,0
2,2,90,5,10,0,1
17,5,113,11,11,0,1
10,1,101,6,13,1,0
0,6,146,16,16,0,1
9,1,32,19,16,0,1
4,6,106,0,13,1,0
11,6,176,12,15,0,1
6,9,102,5,17,1,0
1,1,60,11,12,0,1
8,6,93,8,13,1,0
2,9,82,10,19,0,1
15,9,117,13,17,1,0
7,1,158,8,13,0,1
16,8,75,14,12,0,1
18,8,86,4,17,0,1
19,4,110,16,12,1,0
2,7,53,3,11,1,0
3,1,105,8,13,0,1
3,2,38,16,10,1,0
0,6,0,13,16,0,1
15,9,127,6,12,0,1
18,5,72,5,15,0,1
11,5,75,15,13,1,0
5,4,164,10,11,0,1
7,9,83,6,10,1,0
11,3,144,6,14,0,1
0,4,24,20,14,1,0
19,3,57,20,15,0,1
6,6,40,16,17,1,0
3,0,50,10,11,1,0
10,0,161,19,18,0,1
12,6,141,1,17,1,0
8,5,159,3,18,0,1
15,0,22,6,10,0,1
7,9,45,13,17,1,0
0,2,46,15,18,1,0
9,3,97,9,10,1,0
7,7,95,6,18,1,0
11,4,74,11,10,1,0
17,2,95,14,18,1,0
10,6,170,2,17,0,1
12,1,72,9,18,0,1
17,6,140,14,10,1,0
5,4,124,4,15,0,1
4,4,106,2,14,1,0
3,9,136,12,17,0,1
12,3,19,13,11,0,1
1,9,27,20,16,0,1
0,1,69,6,18,1,0
2,5,75,20,12,0,1
16,9,66,19,16,1,0
0,2,27,19,13,1,0
14,7,30,1,14,0,1
13,5,149,8,19,0,1
1,1,135,7,19,0,1
7,9,129,15,17,0,1
9,5,60,6,13,0,1
14,4,127,3,12,0,1
17,6,120,16,10,1,0
6,4,149,6,11,0,1
20,5,135,20,12,0,1
10,6,74,15,17,1,0
6,7,176,10,19,0,1
7,4,130,5,19,0,1
5,8,25,0,13,0,1
0,4,98,0,18,1,0
19,7,59,19,10,1,0
12,1,63,19,11,1,0
19,7,86,19,18,1,0
20,8,179,19,14,0,1
1,2,48,14,17,1,0
20,0,75,10,18,0,1
13,4,72,15,16,1,0
16,6,3,11,14,0,1
5,9,21,12,13,1,0
8,7,173,6,15,0,1
6,5,67,12,19,1,0
15,9,176,10,16,0,1
15,7,158,4,11,1,0
19,6,66,20,11,1,0
14,2,75,17,14,1,0
6,3,75,9,14,1,0
20,3,169,5,15,0,1
18,5,177,6,15,0,1
18,6,169,14,13,0,1
2,2,128,7,12,0,1
11,0,29,20,17,0,1
10,6,96,11,11,1,0
13,4,2,12,11,0,1
6,4,112,1,17,1,0
19,8,16,18,16,0,1
0,6,126,1,19,0,1
11,5,38,6,18,0,1
10,5,71,14,19,1,0
6,7,50,16,13,0,1
14,2,165,17,16,0,1
16,8,177,15,12,0,1
6,0,107,3,16,1,0
8,7,128,10,14,0,1
10,0,75,12,11,1,0
2,8,12,11,15,0,1
6,2,19,0,11,0,1
10,1,118,13,10,0,1
0,2,110,13,14,0,1
6,6,61,4,15,0,1
9,4,90,19,17,0,1
6,2,171,7,17,0,1
7,6,52,19,16,0,1
5,8,39,18,15,0,1
6,4,154,11,14,0,1
15,3,142,17,14,0,1
16,3,156,7,15,0,1
10,8,68,17,16,0,1
2,4,34,20,19,0,1
9,4,125,13,14,0,1
6,0,59,7,12,0,1
2,6,28,17,14,1,0
0,0,134,17,14,0,1
9,5,113,2,18,1,0
14,7,11,6,10,0,1
19,9,103,16,17,1,0
3,6,47,6,10,1,0
2,6,25,7,10,1,0
0,9,97,12,14,0,1
13,5,48,19,19,0,1
7,1,98,5,10,1,0
3,9,27,16,13,0,1
10,0,22,16,15,0,1
18,7,104,16,10,1,0
16,1,103,15,14,1,0
8,5,149,6,11,0,1
8,5,115,5,16,1,0
20,8,18,13,16,0,1
2,5,60,6,16,0,1
16,4,171,20,16,0,1
10,5,50,9,17,0,1
15,2,34,1,15,0,1
12,6,70,15,11,1,0
5,3,92,5,10,1,0
3,3,68,9,18,1,0
16,1,121,9,12,1,0
20,2,68,16,15,0,1
9,5,124,15,18,0,1
1,7,71,14,17,0,1
0,7,40,13,16,1,0
7,1,120,0,16,1,0
5,2,48,17,18,1,0
1,1,35,16,11,1,0
1,3,142,17,15,0,1
12,5,122,8,13,1,0
4,4,84,7,17,1,0
13,2,142,10,14,0,1
5,9,87,4,15,1,0
17,8,112,17,12,1,0
6,2,30,2,12,0,1
16,4,86,9,12,0,1
1,8,62,9,16,0,1
16,9,41,18,12,1,0
4,4,104,2,11,1,0
4,3,122,12,16,0,1
7,3,82,7,10,1,0
7,3,135,2,15,0,1
15,3,126,2,18,1,0
20,8,55,19,14,0,1
8,3,171,13,18,0,1
17,3,80,10,12,0,1
5,4,92,4,12,1,0
10,2,75,16,16,0,1
9,8,39,20,15,1,0
4,9,23,2,10,1,0
1,7,60,12,16,0,1
13,0,166,10,13,0,1
17,0,92,16,11,1,0
5,4,126,2,11,1,0
14,1,77,17,16,1,0
10,5,50,18,15,1,0
8,2,21,12,10,0,1
13,8,130,14,10,0,1
20,9,69,0,17,0,1
17,3,27,4,18,0,1
13,6,90,13,12,1,0
0,6,93,2,19,0,1
17,3,131,16,16,0,1
8,8,122,2,13,0,1
7,8,82,7,10,1,0
11,9,138,3,14,1,0
5,2,50,0,19,0,1
20,9,150,17,12,1,0
3,9,180,1,14,0,1
20,3,141,7,13,1,0
11,9,103,18,15,0,1
8,2,37,19,12,1,0
8,7,82,8,13,1,0
12,2,96,8,19,0,1
16,0,152,11,10,0,1
4,0,75,7,13,1,0
19,0,56,3,13,0,1
12,2,117,8,10,1,0
9,5,12,16,15,0,1
6,9,65,18,18,0,1
19,9,100,17,11,1,0
0,9,88,17,13,0,1
19,8,179,9,19,0,1
10,1,110,12,10,0,1
15,6,177,4,14,0,1
8,9,79,10,13,1,0
5,6,36,20,15,1,0
19,3,21,11,17,0,1
3,4,113,8,13,0,1
19,2,174,17,17,0,1
0,5,26,2,19,0,1
4,2,106,2,16,1,0
7,6,4,2,11,0,1
16,4,151,6,15,0,1
16,4,134,15,12,0,1
20,7,120,5,15,0,1
13,9,119,7,16,1,0
5,9,69,7,18,1,0
1,9,9,19,13,1,0
10,3,61,2,17,0,1
3,5,122,0,12,1,0
17,9,88,8,17,0,1
17,1,104,11,18,1,0
10,0,7,16,12,0,1
4,6,41,8,11,1,0
7,4,37,20,15,1,0
15,8,88,9,18,0,1
7,7,95,5,19,1,0
0,7,30,18,19,1,0
3,7,137,1,13,0,1
5,7,45,9,11,1,0
2,5,176,20,11,0,1
16,0,159,20,18,0,1
20,1,106,10,11,0,1
14,6,27,9,18,0,1
11,8,75,15,16,1,0
5,5,135,11,15,0,1
14,8,72,13,12,0,1
0,6,15,11,18,0,1
6,8,34,8,13,0,1
9,7,118,16,10,0,1
19,1,145,17,17,0,1
11,0,160,14,18,0,1
2,4,23,11,18,0,1
11,9,173,20,19,0,1
20,7,172,20,15,0,1
15,9,146,12,10,1,0
12,7,135,7,12,1,0
4,8,140,0,12,1,0
10,6,93,15,12,0,1
10,0,109,10,16,0,1
9,7,97,10,12,1,0
2,9,116,0,11,1,0
14,1,36,17,15,0,1
18,2,39,19,15,0,1
5,0,107,5,18,0,1
4,3,145,10,12,0,1
19,8,135,15,14,1,0
12,6,149,1,12,1,0
10,2,116,4,16,1,0
20,5,11,0,14,0,1
0,8,106,10,18,0,1
7,6,87,7,19,1,0
6,7,101,5,18,1,0
